purchaseID|customerID|orderPrice|purchaseDate
890|634|73.98|03/02/2019
891|1668|70.91|28/11/2018
892|2493|48.97|28/02/2019
893|1893|123.89|18/03/2018
894|553|47.39|08/09/2019
895|1189|18.06|01/10/2019
896|1554|31.17|22/10/2019
897|1621|197.89|24/05/2019
898|1962|132.01|05/01/2019
899|95|39.47|21/07/2019
900|1185|170.08|19/02/2019
901|769|39.95|22/08/2019
902|154|193.37|26/09/2019
903|2570|76.28|03/10/2019
904|804|53.33|19/03/2019
905|1246|3.66|16/09/2019
906|679|142.33|22/10/2019
907|2848|61.22|11/11/2019
908|1926|141.65|11/06/2018
909|1837|144.60|19/06/2019
910|757|2.40|20/08/2019
911|706|84.39|26/08/2019
912|2545|91.29|19/06/2018
913|1974|158.32|11/10/2019
914|1386|64.69|17/05/2019
915|48|107.60|15/03/2018
916|66|159.79|18/08/2019
917|1577|82.40|16/07/2019
918|2624|27.74|23/02/2019
919|651|178.40|03/06/2018
920|506|177.27|28/05/2018
921|688|109.62|14/08/2019
922|2187|186.74|31/12/2018
923|1346|180.73|19/10/2019
924|1395|102.07|15/04/2019
925|1032|76.98|21/08/2018
926|1323|23.56|09/02/2018
927|1367|113.77|16/02/2018
928|1287|24.39|09/03/2019
929|336|82.54|12/12/2018
930|112|2.21|05/10/2019
931|1734|75.47|05/07/2018
932|1475|76.41|18/01/2019
933|2000|57.41|26/10/2019
934|854|195.38|27/03/2019
935|221|190.91|17/06/2019
936|2231|199.29|06/01/2019
937|391|153.35|06/11/2018
938|2598|195.48|13/02/2019
939|1787|130.49|09/04/2018
940|94|48.69|06/06/2018
941|760|113.56|14/01/2018
942|1314|108.43|21/03/2019
943|1396|19.16|02/05/2018
944|492|165.04|21/09/2019
945|2557|152.54|24/08/2018
946|2584|164.87|27/04/2019
947|224|178.02|20/05/2018
948|912|169.54|03/11/2019
949|947|182.80|08/02/2019
950|947|70.58|16/12/2017
951|2450|99.74|25/02/2019
952|838|181.76|21/03/2019
953|2916|152.39|18/04/2018
954|2701|119.98|20/02/2019
955|1917|123.90|10/03/2018
956|105|9.57|02/09/2019
957|1587|161.77|07/02/2019
958|2697|92.59|16/09/2019
959|2223|26.34|24/07/2018
960|1888|98.94|19/05/2019
961|1091|83.01|28/12/2018
962|2147|58.07|10/10/2018
963|2570|68.42|12/03/2019
964|2413|11.63|01/04/2018
965|2285|41.16|19/12/2017
966|147|119.52|16/04/2018
967|323|111.31|11/10/2018
968|582|46.70|26/08/2018
969|1592|25.01|07/06/2018
970|2509|116.17|10/07/2018
971|1340|62.82|21/05/2018
972|366|166.26|21/07/2019
973|2188|30.45|29/03/2019
974|1060|136.42|28/02/2018
975|834|5.97|13/08/2019
976|1527|101.71|12/12/2018
977|2727|93.29|14/04/2019
978|437|107.48|20/06/2018
979|2961|115.96|22/10/2019
980|1245|119.75|15/10/2019
981|326|182.35|16/12/2018
982|1743|29.16|17/07/2019
983|2206|39.57|18/09/2018
984|2709|38.59|11/02/2018
985|2825|15.31|13/12/2018
986|2081|105.52|11/09/2018
987|1001|65.04|07/09/2019
988|2883|34.64|08/10/2019
989|1541|137.45|16/10/2019
990|1164|71.52|29/04/2019
991|926|171.00|20/11/2019
992|2227|173.21|20/10/2019
993|2972|70.74|26/12/2017
994|180|3.08|12/06/2019
995|2264|128.12|10/04/2019
996|644|88.96|11/02/2019
997|2284|113.43|15/03/2019
998|1191|150.62|09/08/2019
999|2693|3.43|07/10/2018
1000|2614|103.88|22/08/2018
1001|3004|74.16|16/06/2018
1002|863|47.86|28/09/2018
1003|1331|31.43|22/04/2018
1004|2875|21.30|29/06/2018
1005|1607|16.37|10/07/2018
1006|1078|3.61|09/03/2019
1007|432|54.14|17/02/2018
1008|608|17.49|19/11/2018
1009|572|157.46|10/12/2017
1010|25|195.85|14/01/2019
1011|1676|8.61|22/05/2018
1012|814|160.73|25/12/2018
1013|2011|25.99|13/07/2019
1014|1240|127.39|03/12/2017
1015|737|8.07|11/12/2018
1016|508|137.71|07/07/2018
1017|1675|72.42|20/11/2018
1018|2205|20.29|01/01/2018
1019|2485|42.87|14/06/2019
1020|2708|152.74|16/09/2019
1021|1390|42.54|30/08/2019
1022|2525|23.75|27/03/2019
1023|1916|27.80|29/06/2019
1024|2084|195.59|19/11/2019
1025|2846|53.00|28/01/2019
1026|2572|135.16|03/05/2018
1027|2571|84.61|08/11/2018
1028|2781|77.76|14/05/2019
1029|2091|99.28|27/03/2019
1030|97|104.04|19/03/2019
1031|288|39.15|25/10/2018
1032|2206|143.21|06/04/2018
1033|2166|28.33|25/01/2019
1034|1219|115.62|15/04/2018
1035|2587|172.26|13/03/2019
1036|1542|163.61|14/03/2018
1037|1825|43.39|23/11/2018
1038|1071|88.96|07/12/2018
1039|1626|18.34|13/05/2019
1040|217|2.13|15/01/2018
1041|295|194.43|04/01/2019
1042|889|48.00|20/01/2019
1043|359|145.78|07/08/2019
1044|1459|73.62|11/01/2019
1045|674|161.22|11/12/2018
1046|1572|98.70|01/01/2019
1047|988|104.07|15/04/2019
1048|1461|193.26|01/11/2018
1049|1392|194.43|08/05/2018
1050|366|181.79|22/04/2019
1051|168|37.54|14/10/2019
1052|792|36.60|18/03/2019
1053|1762|65.36|04/11/2019
1054|1560|83.28|28/10/2018
1055|1622|22.17|17/06/2019
1056|913|103.93|22/05/2018
1057|1061|151.13|17/10/2019
1058|2613|6.24|28/08/2018
1059|539|14.18|04/02/2018
1060|1980|76.49|14/12/2017
1061|680|138.71|22/11/2017
1062|150|161.57|10/08/2019
1063|2568|23.39|17/08/2019
1064|1791|125.65|31/03/2019
1065|419|4.43|11/10/2019
1066|2972|53.96|21/06/2019
1067|1863|131.23|26/11/2017
1068|1312|4.60|27/01/2018
1069|1770|17.36|29/05/2019
1070|1346|97.73|25/04/2019
1071|2094|37.55|10/08/2018
1072|2623|181.41|26/05/2019
1073|2327|75.38|02/12/2018
1074|2114|18.75|05/09/2019
1075|4|138.80|21/07/2019
1076|428|145.32|18/04/2018
1077|1209|62.92|06/02/2018
1078|2778|21.57|04/05/2019
1079|1730|35.34|27/11/2017
1080|2554|93.63|14/12/2018
1081|506|8.48|31/08/2018
1082|2755|98.57|04/05/2019
1083|1074|171.26|12/06/2018
1084|1106|168.23|20/12/2018
1085|1818|160.97|05/02/2019
1086|2101|59.86|28/10/2019
1087|69|33.59|13/01/2019
1088|2409|179.47|19/08/2019
1089|1157|44.90|09/03/2019
1090|2355|84.64|21/10/2018
1091|459|38.20|25/09/2019
1092|14|9.25|09/07/2019
1093|1742|60.62|16/06/2019
1094|992|13.89|03/10/2019
1095|2087|184.33|27/09/2018
1096|1252|103.68|12/10/2019
1097|557|107.62|08/09/2018
1098|906|77.61|27/10/2019
1099|2903|4.38|23/10/2019
1100|2752|106.16|31/08/2018
1101|2055|48.32|01/04/2018
1102|844|42.26|12/09/2019
1103|2650|68.52|30/05/2018
1104|1890|130.40|21/09/2018
1105|443|17.80|05/04/2018
1106|2752|103.07|06/11/2018
1107|622|4.88|30/11/2018
1108|2937|47.65|28/10/2019
1109|946|17.20|22/07/2018
1110|163|79.96|13/11/2019
1111|678|62.51|19/10/2019
1112|325|8.90|24/01/2019
1113|2851|140.98|01/03/2018
1114|58|107.99|20/11/2018
1115|2526|97.29|31/07/2018
1116|1194|150.21|13/09/2019
1117|2626|99.12|07/06/2019
1118|1384|7.38|20/05/2019
1119|1683|28.67|04/02/2019
1120|1670|183.15|27/10/2019
1121|331|131.49|27/03/2018
1122|2200|117.36|05/03/2018
1123|1551|64.68|15/04/2019
1124|297|199.09|31/10/2019
1125|573|22.06|23/03/2019
1126|2664|59.71|12/12/2018
1127|1724|122.30|09/03/2018
1128|1770|162.84|14/09/2019
1129|2431|136.55|17/06/2019
1130|1251|54.04|16/01/2019
1131|258|51.43|06/03/2018
1132|2954|181.05|01/05/2018
1133|2113|113.92|04/09/2019
1134|2264|31.52|27/09/2019
1135|526|29.21|15/04/2018
1136|839|172.49|16/05/2019
1137|1124|153.64|25/06/2018
1138|2756|167.92|08/12/2017
1139|135|122.39|27/03/2018
1140|2572|116.05|25/05/2019
1141|1276|50.94|11/04/2019
1142|966|196.09|22/11/2017
1143|2863|64.29|28/10/2018
1144|63|55.40|21/04/2019
1145|1058|73.75|29/12/2018
1146|1655|68.78|19/03/2018
1147|2994|145.73|25/01/2018
1148|2702|179.41|09/10/2019
1149|24|22.68|13/04/2018
1150|497|187.81|07/07/2019
1151|82|41.84|08/06/2018
1152|558|29.56|28/06/2018
1153|1531|91.55|15/04/2018
1154|58|19.59|20/05/2019
1155|855|127.69|02/04/2019
1156|2760|127.69|14/02/2019
1157|941|135.54|02/03/2018
1158|616|179.55|12/11/2018
1159|424|93.23|18/07/2019
1160|955|177.84|07/08/2018
1161|160|46.03|06/03/2018
1162|2458|142.83|09/10/2019
1163|2335|121.66|25/10/2018
1164|1999|74.34|18/05/2018
1165|34|142.14|18/08/2019
1166|1664|123.39|09/05/2018
1167|1606|126.19|02/04/2019
1168|138|154.83|12/06/2019
1169|840|53.44|08/06/2018
1170|2618|42.41|10/12/2017
1171|2860|94.45|14/10/2018
1172|1295|136.71|31/05/2019
1173|2095|21.04|29/01/2019
1174|1601|164.27|16/06/2019
1175|1196|49.86|26/10/2018
1176|138|43.46|13/07/2019
1177|708|156.56|16/01/2019
1178|1312|184.07|21/09/2018
1179|623|69.25|08/11/2019
1180|214|76.80|03/02/2019
1181|1549|130.20|04/03/2019
1182|2505|120.73|03/02/2018
1183|1266|57.51|04/08/2019
1184|696|60.61|11/12/2017
1185|154|90.00|03/07/2018
1186|1138|101.68|24/11/2018
1187|1303|22.03|20/10/2019
1188|548|3.99|28/06/2018
1189|2791|192.84|31/01/2019
1190|1823|165.45|29/08/2018
1191|1062|169.18|12/10/2018
1192|749|171.74|31/12/2017
1193|1045|7.57|11/07/2019
1194|1653|199.09|28/07/2018
1195|1660|42.73|13/07/2019
1196|761|161.90|10/11/2018
1197|268|2.05|12/12/2017
1198|1115|170.31|07/05/2019
1199|269|90.42|03/12/2018
1200|402|60.89|28/06/2018
1201|1020|140.94|24/12/2018
1202|319|175.27|03/07/2018
1203|1723|104.63|08/12/2018
1204|527|158.80|27/02/2019
1205|2711|99.49|22/02/2018
1206|1419|39.01|24/09/2018
1207|394|192.96|26/01/2019
1208|2371|84.39|23/09/2018
1209|949|121.34|24/02/2019
1210|1406|59.81|03/12/2018
1211|1382|18.98|31/05/2019
1212|2648|60.95|13/07/2018
1213|55|9.94|13/10/2019
1214|1236|44.34|14/01/2019
1215|389|113.76|15/07/2018
1216|2679|114.32|31/10/2019
1217|2850|188.29|18/03/2018
1218|2498|101.87|20/01/2019
1219|1657|195.46|10/06/2019
1220|1478|112.00|23/04/2019
1221|2440|167.94|22/10/2019
1222|2874|188.76|28/02/2019
1223|97|11.84|03/07/2019
1224|2082|119.43|03/04/2018
1225|2858|48.50|23/05/2018
1226|1172|83.97|01/05/2019
1227|266|80.75|10/05/2018
1228|1111|138.43|22/03/2019
1229|1328|123.51|16/12/2018
1230|121|140.57|14/02/2019
1231|329|68.78|15/06/2018
1232|312|41.35|09/10/2019
1233|282|2.90|16/12/2017
1234|2136|134.87|25/10/2018
1235|2056|33.18|17/03/2018
1236|1642|15.10|25/08/2019
1237|1479|92.84|18/01/2018
1238|841|44.70|06/07/2019
1239|2937|64.39|25/11/2017
1240|455|138.20|03/04/2019
1241|2255|148.85|31/01/2019
1242|1986|110.57|27/02/2019
1243|1090|118.59|11/03/2019
1244|835|42.64|25/10/2018
1245|2683|61.28|15/03/2018
1246|1085|128.18|02/01/2018
1247|678|158.45|08/07/2019
1248|2138|84.24|09/04/2019
1249|2716|166.50|06/07/2018
1250|209|87.47|24/06/2019
1251|2458|146.03|17/08/2019
1252|2058|36.51|24/06/2018
1253|876|162.99|09/03/2019
1254|1687|66.85|13/11/2019
1255|2923|82.65|04/12/2018
1256|1189|29.76|09/11/2019
1257|2000|32.84|19/04/2018
1258|2978|9.04|14/02/2019
1259|2711|179.21|21/01/2018
1260|1956|165.54|15/01/2019
1261|1704|121.61|20/06/2018
1262|2607|72.31|23/08/2018
1263|2889|63.97|13/08/2019
1264|558|183.02|22/11/2017
1265|199|25.22|14/04/2018
1266|1777|105.34|13/07/2019
1267|1839|182.36|08/07/2018
1268|2128|103.72|03/06/2018
1269|53|54.13|13/11/2019
1270|2805|65.91|10/04/2018
1271|2003|26.12|06/07/2019
1272|1092|121.76|26/03/2019
1273|693|39.91|11/04/2019
1274|2525|107.52|27/03/2019
1275|2950|15.69|10/09/2018
1276|2889|198.94|25/05/2018
1277|1225|108.83|12/12/2018
1278|9|166.08|26/09/2018
1279|1632|158.85|15/06/2019
1280|2664|45.68|16/10/2018
1281|1367|167.39|05/05/2018
1282|1036|123.27|22/09/2018
1283|2225|91.53|14/03/2019
1284|873|198.08|10/09/2019
1285|1518|157.32|02/05/2019
1286|729|17.78|01/09/2018
1287|1568|192.13|23/07/2018
1288|2672|78.15|01/04/2018
1289|1921|145.49|17/08/2019
1290|618|72.60|14/09/2019
1291|1696|156.05|23/02/2018
1292|778|175.42|22/08/2018
1293|380|191.95|27/04/2019
1294|2851|11.11|20/11/2019
1295|98|84.11|10/12/2017
1296|1839|183.23|27/05/2019
1297|1642|198.27|13/02/2018
1298|2314|31.35|07/10/2019
1299|2724|142.39|11/04/2018
1300|772|132.90|17/06/2018
1301|1784|140.96|20/04/2018
1302|2228|177.06|03/04/2018
1303|1154|30.54|16/12/2017
1304|2417|195.29|10/03/2019
1305|1536|155.65|27/06/2019
1306|2471|53.42|19/03/2019
1307|1553|150.68|31/01/2018
1308|948|156.68|12/05/2019
1309|343|35.00|18/11/2019
1310|1135|26.78|12/05/2019
1311|642|123.64|10/10/2019
1312|307|108.37|12/05/2019
1313|2685|25.39|12/11/2019
1314|1116|117.91|07/12/2018
1315|166|88.53|08/01/2019
1316|632|97.16|23/03/2018
1317|1298|56.21|24/11/2017
1318|5|119.26|30/12/2017
1319|2666|163.11|28/11/2017
1320|2779|55.11|09/04/2019
1321|2757|117.63|22/07/2019
1322|235|193.92|14/12/2018
1323|2596|34.97|27/03/2019
1324|2777|82.09|06/08/2018
1325|620|38.93|18/11/2018
1326|2372|9.07|18/03/2018
1327|1467|118.82|16/01/2018
1328|1368|81.21|10/03/2018
1329|1782|136.46|07/06/2018
1330|97|133.25|31/03/2018
1331|2843|79.41|07/01/2018
1332|1328|38.26|28/11/2017
1333|1279|39.74|09/08/2019
1334|2252|107.12|04/06/2019
1335|738|26.72|25/08/2018
1336|1800|132.67|12/09/2019
1337|2279|64.92|09/05/2019
1338|770|45.68|19/09/2019
1339|1186|136.24|22/05/2018
1340|1789|192.46|06/10/2019
1341|2337|55.18|03/10/2018
1342|746|199.34|03/10/2018
1343|188|127.78|17/10/2019
1344|393|95.71|08/08/2018
1345|3001|151.84|14/03/2018
1346|806|191.67|19/03/2018
1347|402|120.57|04/10/2019
1348|1875|137.29|21/08/2019
1349|2615|96.83|16/10/2019
1350|2916|15.85|03/09/2018
1351|991|43.59|28/07/2018
1352|843|4.52|04/10/2018
1353|408|114.76|03/08/2018
1354|710|171.62|10/08/2018
1355|1294|31.28|20/04/2018
1356|2298|7.29|18/11/2018
1357|1051|146.64|09/05/2018
1358|778|184.50|23/12/2017
1359|2011|45.24|19/12/2018
1360|2951|178.23|25/03/2019
1361|779|148.02|28/11/2017
1362|298|147.28|11/01/2018
1363|2717|111.59|22/01/2018
1364|2921|148.34|15/07/2019
1365|1569|135.92|09/09/2018
1366|117|171.24|30/05/2019
1367|1958|76.24|20/03/2019
1368|2540|192.71|04/04/2019
1369|2916|18.72|28/04/2018
1370|2207|96.48|22/08/2019
1371|765|71.28|08/09/2019
1372|559|52.97|25/09/2019
1373|743|127.49|27/05/2019
1374|1979|31.29|01/05/2018
1375|854|194.72|26/08/2019
1376|568|177.66|14/08/2018
1377|2709|51.44|27/04/2019
1378|2015|179.40|07/11/2019
1379|525|135.95|22/06/2019
1380|368|125.44|19/12/2017
1381|1822|108.04|13/08/2018
1382|1297|176.01|07/04/2018
1383|2116|104.41|12/02/2018
1384|1129|69.08|23/06/2018
1385|1745|81.61|06/07/2018
1386|212|56.32|10/06/2018
1387|1575|84.41|03/01/2019
1388|982|120.23|31/08/2019
1389|1289|147.82|23/02/2018
1390|1062|173.67|28/10/2019
1391|1178|112.55|20/02/2019
1392|54|13.47|16/07/2018
1393|90|52.71|22/01/2019
1394|2259|146.57|10/11/2018
1395|1354|176.59|15/12/2018
1396|719|145.80|29/01/2018
1397|2419|89.07|17/06/2019
1398|1550|2.71|30/11/2018
1399|512|122.78|26/11/2018
1400|730|10.87|14/07/2018
1401|477|8.26|22/09/2018
1402|1941|198.51|13/10/2019
1403|2505|137.86|09/08/2018
1404|1246|146.99|23/06/2019
1405|720|10.61|30/08/2019
1406|2990|25.97|24/02/2018
1407|1897|145.91|10/09/2018
1408|962|82.56|08/07/2019
1409|562|51.84|28/04/2018
1410|1534|156.53|04/12/2017
1411|42|7.57|23/02/2019
1412|2273|150.87|09/02/2019
1413|319|39.54|10/03/2018
1414|2295|167.86|11/07/2018
1415|2669|159.81|11/12/2018
1416|724|70.63|24/10/2019
1417|2723|136.62|18/02/2018
1418|2694|24.66|26/02/2018
1419|2824|34.05|20/04/2019
1420|1939|165.31|01/05/2019
1421|681|33.68|19/09/2018
1422|463|24.51|08/05/2019
1423|1948|13.40|27/09/2019
1424|706|157.84|25/05/2018
1425|1215|146.27|21/05/2018
1426|476|164.58|11/02/2018
1427|1447|46.73|20/10/2019
1428|420|91.43|22/04/2019
1429|2895|193.13|09/02/2018
1430|434|193.12|21/05/2019
1431|781|88.45|29/10/2019
1432|2360|193.16|28/08/2019
1433|973|178.11|02/03/2018
1434|159|102.07|04/12/2018
1435|965|166.06|25/01/2018
1436|1531|75.30|06/02/2019
1437|634|32.17|07/04/2018
1438|2482|7.01|15/10/2018
1439|2526|31.75|18/01/2018
1440|2292|15.06|15/10/2018
1441|2104|11.55|25/06/2019
1442|1920|165.59|13/06/2019
1443|951|74.51|22/11/2018
1444|2026|161.19|08/12/2018
1445|2582|137.52|17/11/2018
1446|1230|154.98|05/07/2019
1447|1870|28.98|06/09/2018
1448|431|57.91|04/08/2019
1449|2394|65.59|24/12/2018
1450|2562|134.03|05/01/2019
1451|2433|147.62|06/07/2019
1452|2103|8.58|28/12/2017
1453|2354|18.50|23/10/2019
1454|2134|162.08|27/11/2017
1455|1173|24.98|05/09/2019
1456|1040|149.88|24/01/2018
1457|1832|113.86|29/04/2018
1458|2602|144.41|10/11/2019
1459|2328|16.16|03/11/2019
1460|2213|195.93|09/02/2019
1461|2551|120.29|20/03/2019
1462|2886|74.55|21/07/2019
1463|250|179.52|13/02/2019
1464|1024|148.26|05/09/2018
1465|2302|23.50|11/11/2019
1466|2251|67.58|27/01/2019
1467|1456|64.02|26/08/2019
1468|1190|17.73|19/07/2019
1469|2421|17.95|12/11/2018
1470|401|106.78|23/04/2019
1471|1378|52.97|22/01/2019
1472|1050|176.74|29/07/2018
1473|804|46.78|18/02/2018
1474|2555|39.76|04/01/2018
1475|2119|34.64|21/10/2018
1476|661|42.85|24/06/2018
1477|58|61.79|11/11/2019
1478|2526|101.64|25/09/2019
1479|133|78.29|11/04/2019
1480|2113|194.14|27/05/2019
1481|1278|98.64|12/03/2018
1482|2658|88.74|08/04/2019
1483|1114|104.29|10/11/2018
1484|1960|33.79|03/07/2019
1485|729|78.52|07/11/2019
1486|779|121.10|13/05/2019
1487|1040|157.93|11/09/2019
1488|1345|42.91|29/04/2019
1489|229|122.85|22/01/2019
1490|570|67.48|07/09/2018
1491|448|118.06|04/06/2018
1492|1521|191.65|09/01/2018
1493|1218|59.99|21/02/2018
1494|2301|16.85|24/12/2017
1495|2947|109.07|16/01/2019
1496|1917|115.09|18/09/2019
1497|2688|191.83|01/06/2018
1498|2867|72.01|08/07/2019
1499|1093|106.33|07/06/2019
1500|705|66.86|12/10/2018
1501|2103|117.66|19/08/2019
1502|972|102.42|06/01/2018
1503|764|27.48|07/10/2018
1504|450|10.51|16/05/2019
1505|1868|137.84|29/10/2019
1506|53|171.51|19/01/2018
1507|1720|164.36|23/06/2019
1508|1343|46.93|21/06/2019
1509|1801|118.24|28/03/2019
1510|116|195.14|12/04/2019
1511|2620|79.79|11/04/2018
1512|2561|23.57|15/03/2018
1513|1099|123.89|06/01/2018
1514|1071|2.56|01/11/2019
1515|1466|72.44|26/06/2018
1516|1420|184.18|07/04/2018
1517|2671|148.92|09/07/2019
1518|720|118.91|25/03/2018
1519|706|130.43|01/10/2019
1520|1605|134.40|31/08/2019
1521|1634|60.57|07/05/2018
1522|2307|109.58|28/06/2018
1523|1918|9.65|02/01/2018
1524|2514|75.36|15/11/2019
1525|1182|148.75|23/12/2018
1526|2437|58.49|08/01/2019
1527|2750|153.31|05/12/2018
1528|2540|36.27|04/06/2019
1529|2056|187.11|07/02/2018
1530|2929|101.58|10/09/2018
1531|284|19.62|10/03/2019
1532|757|181.03|07/08/2019
1533|1567|156.19|11/02/2018
1534|3005|61.55|20/09/2018
1535|2468|150.50|30/10/2018
1536|262|188.97|28/09/2018
1537|1255|134.72|18/06/2019
1538|1757|47.37|04/12/2017
1539|417|72.31|13/12/2017
1540|2063|64.54|09/01/2018
1541|1725|74.46|02/01/2018
1542|678|119.65|05/07/2018
1543|1927|126.16|20/12/2018
1544|2336|24.63|25/04/2019
1545|1406|170.18|30/10/2018
1546|2914|171.59|04/12/2018
1547|1307|78.89|18/09/2018
1548|990|59.30|11/09/2018
1549|2934|40.05|08/09/2019
1550|788|32.96|10/08/2019
1551|2158|56.46|31/12/2017
1552|2820|65.74|26/11/2018
1553|1515|144.65|18/02/2019
1554|2664|194.64|03/01/2019
1555|1097|180.17|29/11/2017
1556|1167|9.72|11/05/2018
1557|1601|183.29|08/02/2019
1558|1909|58.22|11/10/2018
1559|99|61.54|19/09/2018
1560|2055|88.39|26/08/2018
1561|2105|43.23|30/11/2018
1562|225|19.29|03/02/2019
1563|1280|67.74|19/05/2019
1564|426|19.78|24/10/2019
1565|1232|55.97|30/03/2018
1566|2816|146.98|07/03/2019
1567|399|80.18|04/06/2019
1568|2551|106.91|23/09/2019
1569|1529|97.25|16/12/2018
1570|842|111.33|18/07/2019
1571|1801|169.27|12/02/2018
1572|2487|155.63|15/11/2018
1573|1650|4.58|16/04/2018
1574|535|28.71|03/03/2019
1575|1443|65.05|04/10/2019
1576|601|185.50|31/03/2019
1577|310|49.65|01/10/2019
1578|2030|155.47|28/08/2018
1579|286|129.45|15/03/2018
1580|859|27.07|21/11/2017
1581|2061|183.44|01/01/2018
1582|450|193.02|23/07/2019
1583|1975|82.52|01/08/2019
1584|66|58.42|25/04/2018
1585|831|150.81|22/03/2019
1586|829|150.39|12/12/2017
1587|2614|82.01|01/04/2019
1588|1648|154.00|25/04/2018
1589|845|55.76|22/04/2018
1590|338|49.41|16/09/2018
1591|1131|17.33|04/08/2018
1592|2421|181.86|28/04/2019
1593|575|53.85|19/04/2018
1594|1065|171.38|07/12/2017
1595|1568|51.34|14/12/2017
1596|293|100.06|04/08/2019
1597|1677|39.43|17/02/2019
1598|2925|163.98|27/02/2019
1599|2686|48.95|03/03/2019
1600|933|196.69|19/08/2019
1601|2760|105.66|12/09/2019
1602|1490|131.03|02/06/2019
1603|2145|85.15|10/05/2019
1604|1408|159.47|29/06/2019
1605|2552|5.98|25/02/2018
1606|244|94.40|21/06/2018
1607|1631|127.36|29/10/2018
1608|1627|76.83|18/06/2018
1609|228|13.45|16/06/2019
1610|2197|179.94|10/07/2018
1611|686|179.64|30/07/2018
1612|577|61.95|17/11/2019
1613|2224|102.89|01/01/2018
1614|2269|51.67|01/11/2019
1615|1408|28.62|10/04/2018
1616|703|68.59|06/02/2019
1617|1956|33.97|09/12/2017
1618|707|129.66|22/05/2019
1619|2777|91.14|26/02/2019
1620|2390|160.70|19/10/2019
1621|887|94.81|16/08/2019
1622|2653|164.71|09/04/2019
1623|62|102.42|08/12/2017
1624|2670|127.96|08/05/2019
1625|19|43.14|29/01/2018
1626|1590|86.19|20/05/2019
1627|1988|122.15|27/11/2017
1628|2492|27.36|18/06/2018
1629|242|146.41|11/12/2017
1630|2643|17.16|25/08/2019
1631|2410|98.56|20/03/2019
1632|1746|84.39|15/03/2018
1633|1589|27.61|13/09/2018
1634|181|78.19|13/12/2017
1635|2819|61.18|26/08/2019
1636|1485|112.35|08/12/2018
1637|969|94.93|14/01/2018
1638|1842|183.52|05/01/2019
1639|2582|6.17|30/10/2019
1640|918|118.81|05/01/2019
1641|1193|165.39|09/02/2019
1642|1037|18.27|26/02/2018
1643|2539|176.03|08/03/2018
1644|2936|154.47|13/10/2019
1645|2007|116.85|20/06/2018
1646|503|141.70|09/02/2019
1647|2889|103.98|25/03/2019
1648|517|132.78|26/01/2019
1649|2655|57.65|17/02/2019
1650|1711|56.75|27/04/2018
1651|1181|13.80|25/06/2019
1652|1834|187.86|02/05/2018
1653|2188|194.90|10/10/2019
1654|2617|66.06|23/07/2018
1655|2684|96.30|31/01/2018
1656|512|184.99|12/09/2019
1657|731|193.21|24/10/2018
1658|2418|156.26|26/01/2018
1659|1596|99.82|05/09/2019
1660|2469|144.16|08/12/2017
1661|1366|77.95|23/05/2019
1662|2097|144.71|12/11/2019
1663|2078|23.56|20/11/2018
1664|2343|86.90|05/01/2018
1665|1845|176.84|13/04/2018
1666|741|70.71|17/02/2019
1667|1755|159.18|30/11/2017
1668|872|197.67|08/12/2017
1669|1479|197.59|18/07/2018
1670|1147|32.05|13/10/2018
1671|2566|44.20|28/05/2019
1672|60|74.35|15/09/2018
1673|2238|39.57|23/10/2019
1674|2314|40.74|11/01/2018
1675|2407|9.98|24/11/2017
1676|2214|181.05|07/08/2019
1677|119|141.99|08/08/2019
1678|2685|85.19|09/11/2018
1679|1623|17.82|05/03/2019
1680|455|54.26|13/09/2018
1681|1484|160.34|02/06/2019
1682|2170|68.05|18/10/2019
1683|935|106.98|01/03/2018
1684|1151|12.67|15/10/2018
1685|2400|44.30|29/03/2018
1686|1671|186.04|02/10/2018
1687|1700|59.10|23/12/2017
1688|2751|46.64|17/11/2019
1689|473|177.44|20/01/2018
1690|1870|12.58|24/05/2019
1691|2751|150.61|01/12/2017
1692|407|110.49|05/02/2019
1693|1104|28.26|14/06/2018
1694|1495|175.26|18/12/2017
1695|2967|111.21|06/07/2019
1696|2224|12.74|13/08/2019
1697|2073|192.36|08/06/2018
1698|2210|57.36|15/01/2019
1699|1483|35.65|07/05/2019
1700|2422|44.11|28/11/2017
1701|545|187.70|11/05/2019
1702|1149|126.50|05/12/2017
1703|2539|34.93|11/06/2018
1704|488|2.72|01/08/2018
1705|2765|156.74|07/01/2019
1706|169|52.02|27/11/2018
1707|2188|59.85|08/09/2019
1708|2552|97.90|28/07/2019
1709|880|112.85|04/08/2018
1710|632|28.20|15/06/2019
1711|2970|182.14|17/01/2019
1712|790|55.35|14/08/2019
1713|2590|25.50|18/08/2019
1714|1602|113.45|08/10/2018
1715|952|79.29|23/06/2019
1716|901|35.96|12/08/2018
1717|1634|50.10|29/10/2018
1718|2223|126.69|17/08/2018
1719|2283|7.11|19/04/2019
1720|192|162.90|29/03/2019
1721|1988|26.06|02/02/2019
1722|1333|181.24|02/02/2018
1723|123|140.03|30/01/2018
1724|62|185.90|20/12/2018
1725|1264|16.32|11/12/2018
1726|1407|14.87|22/08/2018
1727|1912|54.63|02/11/2019
1728|1085|19.22|18/08/2019
1729|1712|94.21|13/05/2018
1730|1006|126.20|11/05/2018
1731|1781|48.40|21/02/2019
1732|276|21.09|18/04/2018
1733|2005|189.87|27/12/2017
1734|2578|39.44|08/12/2018
